,crypto_Ethereum_cumret_1d,crypto_Ethereum_skewness_5d,crypto_Ethereum_kurtosis_5d,crypto_Ethereum_cumret_5d,crypto_Ethereum_skewness_10d,crypto_Ethereum_kurtosis_10d,crypto_Ethereum_cumret_10d,crypto_Ethereum_skewness_20d,crypto_Ethereum_kurtosis_20d,crypto_Ethereum_cumret_20d,crypto_Ethereum_realized_vol_5d,crypto_Ethereum_exp_vol_5d,crypto_Ethereum_jump_5d,crypto_Ethereum_realized_vol_10d,crypto_Ethereum_exp_vol_10d,crypto_Ethereum_jump_10d,crypto_Ethereum_realized_vol_20d,crypto_Ethereum_exp_vol_20d,crypto_Ethereum_jump_20d,crypto_Ethereum_realized_vol_60d,crypto_Ethereum_exp_vol_60d,crypto_Ethereum_jump_60d,crypto_Solana_sign
2015-09-01,,,,,,,,,,,,,,,,,,,,,,,0
2015-09-28,,,,,,,,,,,,,,,,,,,,,,,0
2015-09-29,,,,,,,,,,,,,,,,,,,,,,,0
2015-09-30,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-02,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-03,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-04,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-05,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-06,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-07,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-08,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-09,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-10,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-11,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-12,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-13,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-14,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-15,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-16,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-17,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-18,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-19,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-20,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-21,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-22,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-23,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-24,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-25,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-26,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-27,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-28,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-29,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-30,,,,,,,,,,,,,,,,,,,,,,,0
2015-10-31,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-01,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-02,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-03,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-04,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-05,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-06,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-07,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-08,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-09,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-10,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-11,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-12,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-13,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-14,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-15,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-16,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-17,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-18,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-19,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-20,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-21,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-22,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-23,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-24,,,,,,,,,,,,,,,,,,,,,,,0
2015-11-25,,,,,,,,,,,,,,,,,,,,,,,0
