,crypto_Ethereum_cumret_1d,crypto_Ethereum_skewness_5d,crypto_Ethereum_kurtosis_5d,crypto_Ethereum_cumret_5d,crypto_Ethereum_skewness_10d,crypto_Ethereum_kurtosis_10d,crypto_Ethereum_cumret_10d,crypto_Ethereum_skewness_20d,crypto_Ethereum_kurtosis_20d,crypto_Ethereum_cumret_20d,crypto_Ethereum_realized_vol_5d,crypto_Ethereum_exp_vol_5d,crypto_Ethereum_jump_5d,crypto_Ethereum_realized_vol_10d,crypto_Ethereum_exp_vol_10d,crypto_Ethereum_jump_10d,crypto_Ethereum_realized_vol_20d,crypto_Ethereum_exp_vol_20d,crypto_Ethereum_jump_20d,crypto_Ethereum_realized_vol_60d,crypto_Ethereum_exp_vol_60d,crypto_Ethereum_jump_60d,crypto_Solana_sign
2018-03-14,,,,,,,,,,,,,,0.1723412264345736,,,0.1615817779439077,0.18189244160324036,,0.00044924904270771115,0.0387273218193922,,
2018-03-15,,,,,,,-0.029726971336450636,,,,-0.01197927604926352,-0.1084553029221903,,0.01023922004078659,-0.07135098550106955,,-0.07793912822813631,-0.04306102123091493,,2.3170937187400042e-05,-0.016684745346979613,,
2018-03-16,,,,,,0.16170847079982376,-0.08411052439913758,0.07602722399116701,0.17910850115075072,-0.034329579311998315,,-0.16677545278545103,,0.002375994723524677,-0.09000631987699637,,-0.001742780641499464,-0.04822494110895548,,-0.0034248640187047874,-0.01661587495978789,,
2018-03-17,,,,,,0.09931570430007786,0.009827121454055954,,,,0.09749450629359213,0.03074920741326337,,0.0064513808795181316,0.03310941797431255,,0.05560581766416961,0.0316134524210121,,-0.0601622194979432,0.008463425193969032,,
2018-03-18,,-0.07274180171421041,-0.08584824470998953,0.05491775100522567,,,-0.13051152994612925,-0.12794243819093076,,0.1284846998295328,-0.03727632544783144,-0.15309593870297877,,-0.028456184839956933,-0.09083782705701537,,-0.03632499591896887,-0.04878562350816451,,-0.001096170459393253,-0.015951480545894015,,
2018-03-19,,-0.09899730254237848,,,0.02192078670491182,-0.1993627644607323,0.0034089279900306746,-0.12067692339083436,,-0.047582809688685,-0.1259454545327856,,,-0.002373872819336653,0.09591637524246788,,0.029753744208560473,0.02519937702872488,,0.0018219040712845747,-0.007050643136747081,,
2018-03-20,,0.11492016402744043,-0.13847168083288375,-0.05773132482599197,,,,,0.16082709532464312,-0.06014882734545146,0.013232352858204788,-0.16631976800419068,,-0.01397592807158854,-0.07480959229481676,,0.0069889410222427895,-0.0389862406867979,,-9.692673158645526e-05,-0.016058401852483084,,
2018-03-21,,,-0.0532801418070028,,,,,0.006489889613952471,,0.02693190038157156,0.038686420382003206,-0.1530233632761544,,-0.10825484977108568,-0.06472733660858265,,-0.011329935949036085,-0.0325615052399304,,-0.02826536703518545,-0.014979090892122349,,
2018-03-22,,,,,-0.06014740208937819,-0.18626717537299387,0.027559735987832124,-0.18656051256414763,,0.050580954128216504,,-0.029867785596576102,,0.004221152088083047,-0.0604418932718126,,0.0039380578636889485,-0.03590893874509937,,-0.014031607568787519,-0.012339494331064738,,
2018-03-23,,,,,0.03949567620006089,-0.06663851241783936,-0.049247562370836384,-0.0030318860464715325,-0.0165847040892797,0.0012716237200833813,-0.08789290667369754,-0.14948328727795412,,0.013203162055786866,-0.07657697204833247,,-0.00038050779099818577,-0.04007802216369638,,-0.002447452154662355,-0.0160952396247247,,
2018-03-24,,0.1390115591407597,,,-0.1701894425592786,,,,,0.07712205474303135,,-0.14696185343447188,,,-0.08913413610758902,,-0.017192907758981635,-0.047164504073086144,,0.0003662994876454384,-0.01571667866834847,,
2018-03-25,,-0.12185004933837806,-0.1508532506068655,0.08764078775611939,0.005848292352134354,-0.004282160475218122,-0.005041566232654171,0.11408928086612957,,-0.022084975532988715,-0.030205549421293165,-0.15069433227468465,,0.0009306610754191702,-0.08240469431799669,,0.004764187509775475,-0.0432006900481714,,-0.015407499099275634,-0.016427815101146104,,
2018-03-26,,-0.02058446061246466,,,,,,-0.18170080433684987,,0.048719521940399524,,,,0.1273532791374039,0.14666789491867882,,0.020728907946023112,0.034624441683343,,0.007014225026320098,0.00118044887459412,,
2018-03-27,,,,,0.0018676839970797054,-0.010086309944656646,0.0002717179267310854,0.021483952378484217,0.05936769990131974,0.005988370565679357,,0.16673516479539385,,0.00030876862049300513,0.1436662646106801,,0.004822841489760865,0.0685293542752925,,0.011384537223763758,0.011849166290618163,,
2018-03-28,,0.1480687430052383,-0.0165838659207157,0.04631767851173496,,,-0.0844106097883155,,,-0.11209636891060348,-0.04855623680594001,-0.030032086020227222,,0.003645436319764217,-0.056371284524101006,,-0.020731893785369437,-0.03929102887107616,,-0.008888978849475926,-0.01644316605157059,,
2018-03-29,,-0.0869739724494113,,,,,,,,,,,,,,,0.1344878930893656,,,-0.0047147017320899876,0.07493016266975672,,
2018-03-30,,,0.14239596810399702,-0.08482624651070003,-0.12296388956841342,,-0.05849014070133485,,,-0.1283673782006749,0.12413443524665935,0.10845643492559165,,0.04522962698083721,0.04092086701506137,,0.019854062084184942,0.009730274111456438,,0.0013283100236576306,-0.008191081222334584,,
2018-03-31,,,0.1005864771778513,,0.012359243844349832,0.0469487582580439,0.01033514652574663,,,0.08503042057981092,0.07265828673393537,-0.12157104172137667,,-0.006157226237392455,-0.05133380125214837,,-0.058521952246881837,-0.027278323363107315,,-0.01440563105584547,-0.014123162559177893,,
2018-04-01,,,,-0.19537820579930132,-0.02319261572053377,-0.06292443514292523,0.009824507894152568,-0.037692538626636574,-0.1375093396439384,0.01728223325313194,-0.0554057394509373,-0.17037207470740967,,0.0009745076000626796,-0.09056698211714487,,0.0019584193826762686,-0.04451667501788914,,-0.007134959807461372,-0.013192161618572618,,
2018-04-02,,0.0030005933015762043,-0.12805523464877155,-0.15473663101527668,-0.06741788639137003,,-0.05102607468589848,-0.020054818996142143,,-0.050270648381620764,0.052191477316615886,-0.049879901223520484,,0.032307357846668605,-0.013669338198300962,,0.023282108607902696,-0.00622897770332842,,-0.005345503753547143,-0.009870292061166075,,
2018-04-03,,,,,,,,,,,,,,0.19666423717076875,0.19837060411344454,,0.015019350275350396,0.1346079036987884,,-0.009215756571938738,0.02863835482052468,,
2018-04-04,,,,,,,,,,,,,,0.047255035344047513,0.06768848951628348,,0.049204109084536984,0.03609385056578751,,0.004026242774845423,0.013192079981184657,,
2018-04-05,,,0.196734353104973,-0.06761590516446647,,,,0.09163226287153714,-0.12971720862426495,-0.04838290154952918,0.001967756396255016,-0.1620781834425069,,-0.003874637225245725,-0.07901498358118009,,0.00854264007415595,-0.03636816730171,,-0.04164040938632152,-0.013925703766399233,,
2018-04-06,,,,,,,,,,-0.11168462237644139,-0.018758954663581906,-0.16136894078646535,,-0.04957374955376803,-0.08697671865733125,,-0.038654116164805186,-0.04550032155698447,,-0.0771994416784555,-0.014889594480391732,,
2018-04-07,,,,,0.11048158802167185,,,0.07408655893856197,,-0.1639416767230768,0.04379594930855113,-0.0005419816054554882,,0.04376000263110824,0.00338104405965578,,0.03480562261339437,0.012032331707224175,,-0.054722735894558894,-0.0003025125891266134,,
2018-04-08,-0.027910331180141523,,,,,-0.09305945768775226,,-0.019540039050226277,-0.05700818237558003,-0.01688607293158706,-0.14636773071229647,-0.10210330656827904,,,-0.03155831400824938,,0.005879298298127722,-0.0017916362253922458,,0.004473602311098945,-0.0019616892802782893,,
2018-04-09,,,,,,-0.12451210544191749,,-0.017999542877110808,0.009491507866198567,0.017511162582905415,,-0.15927482767830092,,-0.008198350250681385,-0.09466364488645129,,-0.0016475753882220223,-0.04836112379861679,,-0.027838190895341897,-0.01632623068875594,,
2018-04-10,,,-0.07986041079306472,,,,,-0.01914464448290254,,-0.09111887197876811,0.08139640920312496,-0.08660385711679275,,0.030839943856059815,-0.03696055416058874,,0.023434974324739954,-0.006899941032744383,,-0.02072096234335996,-0.0025333209383957556,,
2018-04-11,-0.0023933240972230374,,,,,,,0.19775001078434973,0.06934013476739431,,,-0.13099064207510036,,-0.0416898990253024,-0.053112420035853924,,0.01839299504618719,-0.014043676203840505,,0.009093627348850886,-0.003424527130214683,,
2018-04-12,,,,,,,,,,,,,,,,,0.17098338463870522,,,0.0705349849060728,0.09206254585184803,,
2018-04-13,,0.05947878277508778,-0.1920194051715438,-0.15870191933362976,,,,,0.08363235006532976,,0.09171808550765914,-0.036885968746058206,,-0.039640881432129516,-0.06863895882581972,,-0.002787956567367189,-0.04692543818499639,,-0.017750448430556176,-0.016556325731994836,,
2018-04-14,,0.11704206541632844,,0.10880857888322026,,,,,-0.03035223550417432,,-0.06852525142272436,-0.15948168930231643,,,-0.09257176886547991,,0.002740229643568348,-0.0482112403055287,,0.001299919236838365,-0.014356461143307353,,
2018-04-15,,,,0.08635587850795923,,,0.1865561636544324,,,,0.0011841754988761721,-0.14356878721754684,,0.007309115264825028,-0.06372788293593312,,-0.009293584983616987,-0.01686426544988351,,-0.017247587937524567,0.0020694240024958788,,
2018-04-16,,,,,-0.11375246260002447,-0.04139209198513638,-0.015448378582675448,0.05244517967461304,,,,,,0.018694430450766353,0.07095299448425396,,-0.042070600882792575,-0.0031829624749496466,,0.0010949035582337174,-0.009624322189590084,,
2018-04-17,,,,,0.1852745237244069,-0.14540514721860154,-0.17390234305590702,-0.04272495273595989,-0.03366847504572734,-0.06068934819948568,,-0.13333558791885358,,0.050097034915555616,-0.057472994014411416,,0.0021044664540230684,-0.03771898683891406,,-0.0010255049933679539,-0.01570576212361363,,
2018-04-18,,,,,-0.03285440515732185,-0.05645553947972537,0.014800517760320986,,-0.19498005208777835,,0.0960052247950045,-0.08353678411864363,,0.002555281250372188,-0.0648293602866632,,-0.1878487704332893,-0.02936627046380058,,0.003851976805224311,-0.005905454558641887,,
2018-04-19,,,,,,,,,,0.1845369998077484,,0.0973676075113854,,0.022349270220200168,0.04128877895195404,,0.04163632402191486,0.028034944219634594,,0.020531315204741496,0.016565464141948816,,
2018-04-20,0.024496515186658296,-0.08065263904568942,0.13671756230532206,0.17962804677365596,,,0.11910979915584785,,,,0.08930924528381579,-0.05973299971355428,,0.04112078140704645,-0.002257520432443205,,0.03466612754016363,0.014960401809561263,,0.02347928097750751,0.014944022800938095,,
2018-04-21,,,0.1855816119750422,0.15349134360097239,,,-0.14002096883908854,-0.08073869154452773,,0.06024960064857088,-0.11820079998294797,0.13786025297035387,,0.05789500504750955,0.011747127519515344,,-0.027129358509613177,-0.02239150228614528,,-0.006534241543785124,-0.01455553663961151,,
2018-04-22,,,,,,,,,0.011117773490853633,0.019352160887677217,-0.1641223114700774,-0.18318707844968796,,,-0.09536631653746441,,-0.00022697901026225153,-0.04801753063289427,,-0.00349903621490677,-0.013739422296780157,,
2018-04-23,,,,-0.046578758097402084,,-0.19604732766256072,0.14266432525199368,,,-0.09072591411301556,0.005710618426530978,-0.1817012186225747,,-0.018558612738426628,-0.09456231323887831,,-0.02791878248135915,-0.04609096195146145,,-0.0007199077764021844,-0.01226835094743739,,
2018-04-24,,,,0.09037568110473515,,0.14795107773143612,,,,,0.11885467007078399,,,0.1323588940227558,0.1269845604303126,,-0.0988500805340723,0.06122333269354563,,0.019573246961715363,0.027704324531267366,,
2018-04-25,,,,,,,,,,,,,,,,,,,,0.05576762442487637,0.0876738571851714,,
2018-04-26,,,,,,,,,,,0.05569904419528071,-0.08189971172169985,,-0.007320764370233879,-0.04228405636147747,,-0.010768309339283855,-0.013409855530224002,,0.017349989091543838,0.004711792732290387,,
2018-04-27,,,,,-0.03742535890233112,-0.10567145720501692,-0.030071167552722655,-0.1861019055043731,,-0.10971355198099697,0.0169113087836803,-0.15517693787321307,,0.007945781050639145,-0.06867214071098515,,0.019339440855586476,-0.03096928823684464,,-0.0019635663336905473,-0.013003705640490915,,
2018-04-28,,0.11127682457618615,-0.007658037313870936,,0.019339124027149213,-0.00019139185473138198,0.04949857524178536,0.03128224581408001,-0.023397096808586038,0.031670764539321716,0.02074520881320674,-0.1206742798311945,,0.0062867760230092,-0.0667791905442664,,0.005035362996098636,-0.03178386743127548,,0.009222082152850142,-0.005523786128243557,,
2018-04-29,,-0.04251434469610782,,,-0.10854377111611724,-0.04717585999922702,,0.046527826905813585,0.07016174721759905,0.02345471728341164,-0.12480790117561957,-0.17832976583921323,,-0.03202761877691351,-0.09263718795446008,,-0.0047929405242643774,-0.047486957372602445,,-0.0010492055181267057,-0.016575664774118537,,
2018-04-30,,,,,,,,,,-0.12166048280246511,,-0.09799373227036912,,-0.03223893505141673,-0.05036031565089227,,0.020022965317831654,-0.02381248357333965,,2.827838046060016e-05,-0.011442758132917175,,
2018-05-01,,,,,0.13857430574014473,,,-0.1226289632975317,-0.060703418597763625,-0.06884801351524084,,-0.18258685968197286,,-0.008483863525575286,-0.09507662022601149,,0.0005557391946402479,-0.04805985240611921,,-0.0002445806528409422,-0.016582238056066623,,
2018-05-02,,,,,-0.024483423177730224,-0.007388178806421064,-0.06498163839464877,,,,-0.10180969150171926,-0.15901238423636488,,-0.0022752404472542453,-0.09174693256770416,,-0.101492224390211,-0.048005517732145564,,0.0014888772846202158,-0.0155085626452518,,
2018-05-03,,,,,,,,,,,,,,0.14263526689482875,,,0.09270306847802368,0.1347579819272069,,0.04377433353933191,0.05259498210972491,,
2018-05-04,,-0.0008871935808595355,-0.0005481869556452912,0.001439920234261205,-0.15359480426990724,,,-0.03768678818083737,-0.03531248944009335,-0.021401853909678303,-0.00025575026804658396,-0.12860981604185162,,-0.06738244197356602,-0.08320126407197015,,0.0014628270711321,-0.04564680255070763,,-0.00023939480027090898,-0.016568177844716203,,
2018-05-05,,0.1109338376891591,0.0400791983491926,,,,,-0.03472660566988228,0.05657519330621419,-0.04553261771795769,-0.14395978396011755,-0.18287105301246342,,,-0.09255233358954817,,-0.008035746309703384,-0.045485794670032,,-0.0009235660111394095,-0.012786383583091032,,
2018-05-06,,,,-0.1778084557334042,,,,0.026904206269607434,0.09473609305605812,0.02291497672365206,0.15549217260011483,0.07420412972620061,,0.0038952021160800765,0.0065413596043655264,,-0.00836004243945876,-0.0076123946188194624,,-0.014763594748084197,-0.009148662009433317,,
2018-05-07,,-0.14301679491289498,,,,,-0.14476195253622615,-0.08981785255238661,,-0.07677132756384841,0.19206767157789906,0.034720063092205766,,0.06696559826524995,0.038457451170546664,,0.027594667361026337,0.0193172626012017,,-0.004979577081713593,-0.00014331653069443728,,
2018-05-08,,,,,,,,-0.164149251828286,-0.06604448926845208,-0.10816582023485677,,-0.18130201084838027,,-0.03654043112691252,-0.09395067027755744,,-0.0010145391648308522,-0.046244320461266475,,-0.0028510612244313505,-0.016256056489305948,,
2018-05-09,,,,,0.033557326605068605,0.02695151725951339,-0.08667873801732373,-0.18987639294006664,,,-0.021071073035237364,-0.18176482035395147,,0.0022974216082671806,-0.09438169637315474,,-0.027094049278030274,-0.046643260537990616,,-0.009608130485966204,-0.01629405515276805,,
2018-05-10,,,,,-0.024264334528504516,-0.04519036625921469,-0.06691050740840021,,0.09463699584329954,,,-0.07669542881622826,,0.010862653474863926,-0.03768944281746034,,-0.022013730961104483,-0.01623452304234163,,-0.003733579363970785,-0.008320631627297903,,
2018-05-11,,,0.040998294843040295,,-0.1927154539243353,,,-0.19367414883505818,,,,0.17205778652648962,,0.1141958842813584,0.0788908621229345,,0.03968672213277391,0.043880809047675884,,0.009369082773088566,0.010715918755517473,,
2018-05-12,,,,,0.06917620706604022,0.12525274379314255,,-0.18551386244956358,0.04000415831196147,-0.15025631294432273,0.07349278345398336,-0.01665487235133345,,-0.005562354179189266,-0.07270738419680634,,-0.00331481491334662,-0.04688599457516718,,-0.0001707127835248734,-0.016338331220019597,,
2018-05-13,,,,,,,,0.1285303166348173,,,,,,,0.14434805049198496,,0.02227762764437502,0.02999309242483328,,-0.026368609233182405,0.004664881874853144,,
2018-05-14,,0.18447883063548276,,0.12483958597501443,,,0.1937436121704934,-0.05610776120641625,,,-0.001003661180316584,-0.17208534339030412,,-0.006831703730208805,-0.0934197092475636,,-0.06373188232186866,-0.047057347069056954,,-3.510126974148875e-05,-0.016134449405905804,,
2018-05-15,,-0.08586601025075058,,-0.12529289984623848,,,,,,,-0.00962156050313856,-0.08512823010287873,,-0.07093309128162784,-0.05218711254496167,,-0.17714223171840282,-0.025638328501872976,,0.0020513775642236887,-0.01003750507824741,,
2018-05-16,,,,,,-0.11441988357800481,-0.1918921861029429,,,,,-0.18208358511767075,,-0.0072120935304935685,-0.09541332468992092,,-0.05854870855183214,-0.04843533537982003,,-0.02173390919057505,-0.016352115388349797,,
2018-05-17,,-0.11713597789549002,,,0.00074749755412018,0.001461145518239615,-0.0005319079164831653,-0.06623173696034113,-0.14680223826756533,,,0.07094892128611163,,-0.00018762120742177313,0.02097694210190948,,0.027410811410339075,0.007152884279524763,,0.0057979532808623,-0.0005893139459991481,,
2018-05-18,,,,,,,,0.08446985567183218,,,,0.1078702525999804,,0.06425825563602672,0.004118177578031457,,-0.025660183521874824,-0.022230353499582467,,-0.00020648513310594918,-0.011432711504533066,,
2018-05-19,,,,-0.13016883040525984,-0.09430459084377452,,-0.048019693424607546,0.016535508271452226,0.01750609059082664,,0.01810724253250684,-0.17991360450861427,,0.002496983604326708,-0.09274786929649248,,-0.000569380423536936,-0.048568091878529285,,-2.3065140060896105e-05,-0.016558526063297774,,
2018-05-20,,,,,,,,-0.14505463261537133,-0.10080322046959977,,0.030187704457275144,-0.07367880640935465,,0.004783436315650036,-0.039922708586201394,,-0.003759764184874559,-0.031357457536430156,,0.0014409468429001926,-0.013101747936658747,,
2018-05-21,,,,,,,,0.0709547921599889,-0.013021952125069514,,0.05847672928120806,-0.02340336251143449,,-0.15700449601343647,-0.04971712594736255,,0.008695772844524718,-0.03162012030232286,,-0.003507133248886296,-0.012304318094165989,,
2018-05-22,,,,,,,,-0.11487457112172139,-0.19431610651287778,,,,,,,,0.06965832423360263,0.10594477425097892,,0.018316217576955562,0.022199805598924538,,
2018-05-23,,,,,,,,,,,,,,0.04708261745002118,,,-0.11303958468521291,0.15015100509738954,,0.029176916732671643,0.04717891508301575,,
2018-05-24,,-0.16040046744795255,,-0.1585058554756129,-0.05886217325676768,,-0.15171119242900755,0.04636482954947496,,-0.07906180487063852,0.10717752312273987,0.13603399406716488,,0.06732369991061571,0.022635691809664404,,0.02245121578934528,-0.010793566286255718,,0.002055358557020215,-0.010169359169131753,,
2018-05-25,,,,,0.06679594218417484,-0.12804201014261185,-0.024975954551532453,,,,-0.13389323176512802,-0.1834970243602626,,-0.0021193755954237448,-0.09470578918403871,,-0.039473601426997074,-0.04557570029655267,,-0.010972616755776987,-0.01358738377539137,,
2018-05-26,,,,-0.11986478741539497,0.025674940420250314,0.02715746893047699,-0.018520874397898845,,,-0.09254108407558936,0.05547306603263946,-0.1415145258213505,,0.0032162989646675744,-0.07709675985906872,,0.0013241579718361596,-0.04492470797164283,,-0.021145440094246792,-0.01646155221594614,,
2018-05-27,,,,,,,-0.13292209318117565,,,-0.08258696255257059,-0.09272833186079532,-0.17677278636945581,,-0.025760860187493573,-0.09263089922760315,,-0.017934080614403825,-0.04493275651988571,,0.001962996715744625,-0.013591785893258934,,
2018-05-28,,-0.00289869901219042,-0.0032318672662849934,-0.0013895691694172374,,,,-0.028413286460739706,,,-0.001355457088663914,,,0.0928027865825527,,,0.11366852509991587,0.13070500147300002,,-0.029918403863524623,0.043641313856706,,
2018-05-29,,,-0.13015570113584152,,,,,,,,,,,,,,0.13800046040172465,0.1642279313082815,,0.0207463594862749,0.03652449938663849,,
2018-05-30,,,0.02255185047713959,,,,0.17735209526925821,,,-0.08223960091919935,-0.005203065305947052,-0.18160128650742113,,-0.033203575743097735,-0.09544418457719728,,-0.0039324576930971356,-0.04880432088817388,,0.0007365168129271904,-0.016323367600134198,,
2018-05-31,,,,,,,,,,,0.03535146803277911,-0.13939603099924014,,0.04293668431251807,-0.0529288274988895,,-0.014997390252265763,-0.021700710174603843,,-0.00520824132464337,-0.009657787535615081,,
2018-06-01,,,,,,,,-0.05850597935528867,0.08132620648478017,0.032739773609386846,-0.014367469158737656,-0.182898989727453,,-0.04898576532954524,-0.09398049874178205,,-0.001665859482628096,-0.04690736017416974,,-0.00031941965762982694,-0.016284658388293294,,
2018-06-02,,,,,,,,,,,,-0.17066126380886604,,-0.15629517538998405,-0.07995149947121827,,-0.053127607258510956,-0.037244736944370915,,-0.013401780628262916,-0.013626047524257667,,
2018-06-03,,,,,0.03675679783147667,-0.16244983586672335,,0.1562505161277783,,,,-0.07984800442881723,,0.020037029211597224,-0.03142377401865004,,0.032231550560772204,-0.007970073716017545,,-0.02464991267843253,-0.004382212482188841,,
2018-06-04,,,,,-0.18400774565068412,,,-0.08881269321682361,,0.0703266113961245,,,,0.024346759758759884,0.005872382105534202,,0.006973914554659455,-0.014192682756742458,,0.007551714168175794,-0.006368516262672763,,
2018-06-05,,-0.010372884260642978,0.1343521364553173,-0.07950602271933349,,-0.08975924805132418,,0.18133167075350132,,-0.16648729937124185,-0.019241594573197962,-0.12788074331896615,,0.012152856048522453,-0.06704384119588991,,0.013001169919406141,-0.031232247962774018,,-0.004277506412717846,-0.0115742399608183,,
2018-06-06,,,,-0.14478782974933235,,,,,,,0.017288160101155414,-0.16515541800407096,,-0.016282241900327343,-0.09197688213752553,,-0.02003364202308311,-0.048552640630750266,,-0.002709605724754427,-0.016496089071614928,,
2018-06-07,-0.10801845289810907,,,,,-0.14535439287157303,,-0.12028725155703346,,,-0.008712764245487614,-0.17276767678178362,,,-0.0929304802371399,,-0.015600937259929726,-0.04863058296634959,,-0.002720526588451011,-0.01650985435109087,,
2018-06-08,,0.05921624260267877,,,,,,-0.0648100454158369,-0.008407253840371443,0.07219893994911208,,-0.16460458834794334,,,-0.08982696995244144,,-0.0011786698204997448,-0.047848455835844295,,0.00014669604914274714,-0.016315201573537275,,
2018-06-09,-0.13932261410147262,,,,0.16756635318149993,,0.0725814735579382,-0.15810871607946264,,,,-0.174857774701781,,-0.011431731324697658,-0.09198800567425147,,-0.013761603701721747,-0.04821302690393536,,-0.002748402219049817,-0.016390008018854707,,
2018-06-10,,,0.042739515414773166,,,,,,,,,,,,,,0.142082733458055,,,0.04906553412329373,0.08818892814425272,,
2018-06-11,,-0.049032529290386484,-0.06899209845215348,-0.11242120997958005,0.008723029848971553,-0.008128164085912104,-0.09380133877404695,,,,0.04360312185074822,-0.07057904938329751,,0.007469046287213343,-0.060577918796802965,,-0.03208833052119808,-0.03700631894757567,,-0.05115137879686271,-0.014582758144751296,,
2018-06-12,,,,,,,,-0.061466367292512536,,-0.17239921830406058,0.02219251710896164,-0.09665731046289794,,0.053752609070935264,-0.01049668600148923,,-0.051407613301727495,0.014404323520071705,,0.015966926946650917,0.009692266914550052,,
2018-06-13,,,,0.1668228567026271,0.05428772790839709,0.10117795327804924,,,-0.07457941477229202,,-0.048611058829416076,-0.18349032567182666,,-0.09166104597169744,-0.09014882819780212,,-0.007867718431461168,-0.039469259694886016,,0.003743906141622011,-0.010129497339366189,,
2018-06-14,,,-0.17963352210317973,,,-0.17389957597920203,,,,,,,,,,,0.08722641072700843,0.14010770044118748,,0.011422453507214714,0.034695686220555855,,
2018-06-15,,,,,,-0.08747070184745942,,,,,,-0.08799533930327186,,-0.0073022153405480905,-0.04466430254798226,,0.021243231392589212,-0.015454663933537338,,0.004908845247449056,-0.0012859619374804288,,
2018-06-16,,-0.07077850190258261,,-0.06589687213353945,,,-0.09738623820200487,,0.06594772006586025,,0.008090969502117629,-0.14015306322206345,,0.0199461953089195,-0.06683519607464639,,0.0029688517545587434,-0.03414202280612266,,0.00019169161980459037,-0.013224837508468035,,
2018-06-17,,,,,0.18067494095208203,-0.05806872233073623,-0.024673555148208237,0.13890456965918285,,,-0.1357998615384084,-0.18062014870189502,,0.002970900596011905,-0.09112867013443049,,-0.09016315057730351,-0.046338368201604974,,-0.005436180995608719,-0.016212287482030185,,
2018-06-18,,,,,,,,,,,-0.0690759330592512,-0.07717990075188641,,0.04424753044535379,-0.03008215314930529,,-0.08001614166970228,-0.011843332817406682,,-0.014975397005477675,-0.0059869086384995995,,
2018-06-19,-0.0029118574629628524,,,,,,,0.10333096513613294,-0.07369937909516155,,,-0.12683639366616895,,0.03494002223378456,-0.04874156375912764,,0.018179411262183143,-0.01788115679866753,,-0.016637068884433504,-0.006597548199908321,,
2018-06-20,,,,,,,,-0.06994907689185992,0.07403750723132885,,,-0.13334791664657963,,,-0.09202000887223938,,-0.014353277079840798,-0.04873915633262815,,-0.0006859004418385828,-0.01653997431042875,,
2018-06-21,,,-0.07008017612106576,,,0.033784421413190824,,-0.09074497072026744,-0.06565923745501201,,,-0.0752670036898373,,0.0033996234281286064,-0.07404321815725734,,0.001053128753975452,-0.04384114601757949,,-0.0020493699644174024,-0.015316024429539277,,
2018-06-22,,,,,,,,-0.048295939391842735,,,,,,,,,0.1436026222182356,,,0.04062558214230627,0.07580162272647484,,
2018-06-23,,0.07041931415958147,0.19711513038021455,,,,,0.03725183757320427,,0.10580039930850615,-0.04551287434221385,-0.07554694551781194,,-0.01372768576048422,-0.05774951095149472,,-0.0209541499451944,-0.03277267418660401,,-0.029926872654750136,-0.012712051232340427,,
2018-06-24,,-0.08330595766821425,-0.13781347980088765,,,0.10276644162721449,,0.026704223441454955,0.08030177838859398,-0.021534652693696033,-0.1225700491102163,-0.17400342086445475,,-0.13695589977098,-0.08338806415717104,,-0.002885545282509616,-0.03898906883825948,,-0.05504670612466034,-0.011383417440974375,,
2018-06-25,,-0.011062006103310762,-0.09033971470926283,-0.05501556967999599,,,,-0.018553157494071493,0.1365283687657488,0.08261703709721102,0.02374261454908333,-0.12832130014269838,,-0.046841111330365504,-0.07708490398709467,,-0.012649040900144626,-0.04233800680343747,,-0.02195334568743279,-0.015486978431493825,,
2018-06-26,,,,,,,,,,,0.014658066270443193,-0.03396055850686985,,0.04559148899128518,-0.015753570395437788,,0.019875773492804782,-0.003030952329395653,,0.009958939559905566,0.001828146177215828,,
2018-06-27,,0.037328161266845905,,,0.011887664185023628,-0.08910849611068727,-0.1413718353705311,0.06305058717208012,-0.19598067912440398,-0.07420445611919779,,0.016785215024641476,,0.023212407502334553,-0.022366155477493765,,0.012398011017742405,-0.021166697969289716,,-0.010845727310908049,-0.010703285517524752,,
2018-06-28,,,,,,,,,,0.12587988644637638,-0.03557525435954578,-0.10171526875694314,,-0.04229140847042745,-0.0565797955209143,,0.007335000402134417,-0.02702291060102302,,0.004568767608072788,-0.007244196127281,,
2018-06-29,,,0.18586928957541327,,0.049265959787219815,0.0637945083710747,0.020851338904833705,0.08942436079223848,,-0.1067244595861232,0.1767544825309202,0.07914162336602293,,-0.011321669633437836,0.019100939915734694,,0.020574583551283387,-0.0021137218519347023,,0.004141446129372728,-0.005879451043771855,,
2018-06-30,,0.18420080369531378,0.07391792536133956,,-0.1461926751773034,,,-0.011555367942070571,,,0.15037818688490012,-0.005877685429558466,,0.08396073741327958,0.022157839659431966,,-0.09646684414466844,0.011660468464013585,,0.008351034425110093,5.056644391365772e-05,,
2018-07-01,,,,,0.09289107798573504,0.1606061507417491,-0.08515844916422077,-0.08120285909139524,0.07637737570699432,0.10733356845537423,,-0.1684155175907528,,0.0034538300556468116,-0.09535176680322521,,-0.004349910192295359,-0.04855411261671705,,-0.0024500485732239508,-0.01646628454379684,,
2018-07-02,,0.0015854374721286923,,,,,,,,,0.10095126582262104,-0.007477879184554892,,,0.011929137064264017,,-0.018734402772308312,0.010793330096559695,,-0.05473413971806573,0.0015018943883755576,,
2018-07-03,,,,,,,,0.08046678437439114,,,,0.022322861146362838,,0.008139367031290146,-0.04948712384373588,,-0.011022923102859017,-0.03743065681749136,,-0.00013068331035492875,-0.01400362892464413,,
